Full Name,Educational Qualification,Honorific/Title,Date of Birth,Date of Joining Service,Date of Arrival,Voted/Non-voted,Domicile,Station,Substantive Appointment,Subst. Date,Officiating Appointment,Off. Date
"Boyd, Donald James","M.A., Edin.",-,23-12-1904,25-11-1900,30-12-1900,Non-voted,Non-Asiatic,Sialkot,"A.C., 1st grade, S.O.",28-10-1914,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1905,26-11-1900,31-12-1900,Non-voted,Non-Asiatic,Sialkot,"A.C., 1st grade, S.O.",,D.C. in addition,26-07-1917
"Boyd, Donald James","M.A., Edin.",-,23-12-1906,27-11-1900,01-01-1901,Non-voted,Non-Asiatic,Sialkot,"A.C., 1st grade, S.O.",26-08-1915,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1907,28-11-1900,02-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, Dir. of Land Records, I.G. of Registration etc.",12-05-1916,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1908,29-11-1900,03-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, Dir. of Land Records, I.G. of Registration etc.",..,D.C.,30-08-1916
"Boyd, Donald James","M.A., Edin.",-,23-12-1909,30-11-1900,04-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, Dir. of Land Records, I.G. of Registration etc.",18-09-1916,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1910,01-12-1900,05-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, Dir. of Land Records, I.G. of Registration etc.",..,D.C.,24-10-1916
"Boyd, Donald James","M.A., Edin.",-,23-12-1911,02-12-1900,06-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, Dir. of Land Records, I.G. of Registration etc.",05-11-1916,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1912,03-12-1900,07-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, Dir. of Land Records, I.G. of Registration etc.",..,D.C.,08-11-1916
"Boyd, Donald James","M.A., Edin.",-,23-12-1913,04-12-1900,08-01-1901,Non-voted,Non-Asiatic,Lahore,"A.C., 1st grade, ",29-07-1917,D.C.,
"Boyd, Donald James","M.A., Edin.",-,23-12-1914,05-12-1900,09-01-1901,Non-voted,Non-Asiatic,Lahore,"D.C., 3rd grade and Dir. of Land Records, I.G. etc.",01-10-1917,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1915,06-12-1900,10-01-1901,Non-voted,Non-Asiatic,Lahore,"D.C., 3rd grade (Special duty)",12-11-1917,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1916,07-12-1900,11-01-1901,Non-voted,Non-Asiatic,Lahore,"D.C., 3rd grade",..,Addl. Secy. to G.P.,04-01-1918
"Boyd, Donald James","M.A., Edin.",-,23-12-1917,08-12-1900,12-01-1901,Non-voted,Non-Asiatic,Lahore,"D.C., 3rd grade(Special duty)",16-02-1918,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1918,09-12-1900,13-01-1901,Non-voted,Non-Asiatic,Mianwali,"D.C., 3rd grade",24-02-1918,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1919,10-12-1900,14-01-1901,Non-voted,Non-Asiatic,Mianwali,"D.C., Time Scale",01-12-1919,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1920,11-12-1900,15-01-1901,Non-voted,Non-Asiatic,Mianwali,"D.C., Time Scale",22-11-1920,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1921,12-12-1900,16-01-1901,Non-voted,Non-Asiatic,Lahore,"D.C., Time Scale, Rev. Secy. to G.P.",03-01-1921,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1922,13-12-1900,17-01-1901,Non-voted,Non-Asiatic,Amritsar,"D.C., Time Scale",06-10-1922,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1923,14-12-1900,18-01-1901,Non-voted,Non-Asiatic,Lahore,"D.C., Time Scale., Home Secy to G.P.",01-12-1922,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1924,15-12-1900,19-01-1901,Non-voted,Non-Asiatic,Lahore,"Electron Commnr. and Joint Secretary to G.P., Transferred Dept.",21-12-1925,,
"Boyd, Donald James","M.A., Edin.",-,23-12-1925,16-12-1900,20-01-1901,Non-voted,Non-Asiatic,Rawalpindi,"D.C., Time Scale",..,Commr.,26-04-1927
"Bradford, Walter Glynn",-,-,15-10-1890,25-05-1916,15-11-1915,Non-voted,Non-Asiatic,Ambala,"A.C., Time Scale",02-01-1920,,
"Bradford, Walter Glynn",-,-,15-10-1891,26-05-1916,16-11-1915,Non-voted,Non-Asiatic,Rawalpindi,"A.C., Time Scale",30-06-1920,,
"Bradford, Walter Glynn",-,-,15-10-1892,27-05-1916,17-11-1915,Non-voted,Non-Asiatic,Simla,"A.C., Time Scale, J., S.C.C.",29-03-1921,,
"Bradford, Walter Glynn",-,-,15-10-1893,28-05-1916,18-11-1915,Non-voted,Non-Asiatic,Simla,"A.C., Time Scale",04-04-1921,,
"Bradford, Walter Glynn",-,-,15-10-1894,29-05-1916,19-11-1915,Non-voted,Non-Asiatic,Simla,"A.C., Time Scale",..,"J., S.C.C.",17-12-1922
"Bradford, Walter Glynn",-,-,15-10-1895,30-05-1916,20-11-1915,Non-voted,Non-Asiatic,Rajanpur,"A.C., Time Scale",29-03-1923,,
"Bradford, Walter Glynn",-,-,15-10-1896,31-05-1916,21-11-1915,Non-voted,Non-Asiatic,Sialkot,"A.C., Time Scale",25-05-1923,,
"Bradford, Walter Glynn",-,-,15-10-1897,01-06-1916,22-11-1915,Non-voted,Non-Asiatic,Sialkot,"A.C., Time Scale",..,D.C.,30-05-1923
"Bradford, Walter Glynn",-,-,15-10-1898,02-06-1916,23-11-1915,Non-voted,Non-Asiatic,Sheikhupura,"A.C., Time Scale",..,D.C.,03-12-1923
"Bradford, Walter Glynn",-,-,15-10-1899,03-06-1916,24-11-1915,Non-voted,Non-Asiatic,Hissar,"A.C., Time Scale",..,D.C.,10-01-1925
"Bradford, Walter Glynn",-,-,15-10-1900,04-06-1916,25-11-1915,Non-voted,Non-Asiatic,Montgomery,"A.C., Time Scale",..,D.C.,20-05-1926
"Bradford, Walter Glynn",-,-,15-10-1901,05-06-1916,26-11-1915,Non-voted,Non-Asiatic,Montgomery,"A.C., Time Scale",..,D.C.,01-08-1926
"Bradford, Walter Glynn",-,-,15-10-1902,06-06-1916,27-11-1915,Non-voted,Non-Asiatic,Montgomery,"D.C., Provl.",01-10-1926,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1882,25-10-1905,27-11-1905,Non-voted,Non-Asiatic,Unattached,"A.C., 3rd grade",27-11-1905,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1883,26-10-1905,28-11-1905,Non-voted,Non-Asiatic,Multan,Do,28-11-1905,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1884,27-10-1905,29-11-1905,Non-voted,Non-Asiatic,Karnal,Do (Settl. Training),10-02-1906,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1885,28-10-1905,30-11-1905,Non-voted,Non-Asiatic,Dalhousie,"A.C., 3rd grade",28-06-1906,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1886,29-10-1905,01-12-1905,Non-voted,Non-Asiatic,Karnal,Do (Settl. Training),11-01-1907,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1887,30-10-1905,02-12-1905,Non-voted,Non-Asiatic,Gurdaspur,Do,22-03-1907,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1888,31-10-1905,03-12-1905,Non-voted,Non-Asiatic,Kaithal,Do (Sub-Divl Officer),14-05-1907,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1889,01-11-1905,04-12-1905,Non-voted,Non-Asiatic,Delhi,Do,02-12-1907,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1890,02-11-1905,05-12-1905,Non-voted,Non-Asiatic,Multan,"A.C., 3rd grade",24-07-1908,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1891,03-11-1905,06-12-1905,Non-voted,Non-Asiatic,Multan,"A.C., 3rd grade, Supdt., Central Jail",09-09-1908,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1892,04-11-1905,07-12-1905,Non-voted,Non-Asiatic,Delhi,Do,17-10-1909,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1893,05-11-1905,08-12-1905,Non-voted,Non-Asiatic,Delhi,"Do, Secy., Municipal Committee",01-06-1910,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1894,06-11-1905,09-12-1905,Non-voted,Non-Asiatic,Delhi,Do,02-08-1909,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1895,07-11-1905,10-12-1905,Non-voted,Non-Asiatic,Delhi,"A.C., 3rd grade",05-02-1910,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1896,08-11-1905,11-12-1905,Non-voted,Non-Asiatic,Delhi,"Do, Secy., Municipal Committee",06-06-1910,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1897,09-11-1905,12-12-1905,Non-voted,Non-Asiatic,Gurgaon,Do,07-09-1912,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1898,10-11-1905,13-12-1905,Non-voted,Non-Asiatic,Karnal,"Do, Special duty",18-11-1912,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1899,11-11-1905,14-12-1905,Non-voted,Non-Asiatic,Karnal,"Do, Special Magistrate",22-01-1913,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1900,12-11-1905,15-12-1905,Non-voted,Non-Asiatic,Lyallpur,Do,,Dt. J.,30-05-1913
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1901,13-11-1905,16-12-1905,Non-voted,Non-Asiatic,D.G. Khan,Do,,D.C.,22-11-1913
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1902,14-11-1905,17-12-1905,Non-voted,Non-Asiatic,D.G. Khan,Do,17-01-1914,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1903,15-11-1905,18-12-1905,Non-voted,Non-Asiatic,Multan,Do,21-04-1914,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1904,16-11-1905,19-12-1905,Non-voted,Non-Asiatic,Multan,Do,,D.C.,20-04-1914
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1905,17-11-1905,20-12-1905,Non-voted,Non-Asiatic,Multan,Do,16-09-1914,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1906,18-11-1905,21-12-1905,Non-voted,Non-Asiatic,Multan,Do,,"Supdt., Central Jail (until end)",26-10-1914
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1907,19-11-1905,22-12-1905,Non-voted,Non-Asiatic,Multan,Do,24-11-1914,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1908,20-11-1905,23-12-1905,Non-voted,Non-Asiatic,—,"A.C., 2nd grade",01-10-1917,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1909,21-11-1905,24-12-1905,Non-voted,Non-Asiatic,—,"A.C., 1st grade",10-11-1919,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1910,22-11-1905,25-12-1905,Non-voted,Non-Asiatic,—,"A.C., Time Scale",01-12-1919,,
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1911,23-11-1905,26-12-1905,Non-voted,Non-Asiatic,Gurgaon,"A.C., Time Scale",—,D.C.,03-12-1920
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1912,24-11-1905,27-12-1905,Non-voted,Non-Asiatic,Gurgaon,"D.C., Time Scale, Provisional",21-01-1922,—,—
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1913,25-11-1905,28-12-1905,Non-voted,Non-Asiatic,Gurgaon,"D.C., Time Scale, Provisional",21-06-1922,—,—
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1914,26-11-1905,29-12-1905,Non-voted,Non-Asiatic,Gurgaon,"D.C., Time Scale, Provisional",18-07-1924,—,—
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1915,27-11-1905,30-12-1905,Non-voted,Non-Asiatic,Gurgaon,"D.C., Permanent",05-10-1924,—,—
"Brayne, Frank Lugard","B.A., Cantab.",-,06-01-1916,28-11-1905,31-12-1905,Non-voted,Non-Asiatic,Gurgaon,"D.C., Permanent",02-11-1927,—,—
"Burton, Francis Hely","B.A., Cantab.",,31-08-1872,29-10-1896,21-12-1896,Non-voted,Non-Asiatic,Shahpur,"A.C., 3rd grade",23-12-1896,,
,,,,,,,,Rawalpindi,Do,21-12-1897,,
,,,,,,,,Jullundur,Do (Plague duty),2-5-1898,,
,,,,,,,,Rajanpur,Do,21-7-1898,,
,,,,,,,,D.G. Khan,Do (Settlement),18-12-1899,,
,,,,,,,,Rajanpur,Do,25-04-1900,,
,,,,,,,,D.G. Khan,,,D.C.,27-06-1900
,,,,,,,,In transit,Do,27-09-1900,,
,,,,,,,,Lahore,Do,,Under-Secretary to G.P.,11-10-1900
,,,,,,,,Lahore," A.C., 3rd grade",16-11-1900,,
,,,,,,,,On leave," A.C., 3rd grade",10-06-1903,,
,,,,,,,,On leave,"A.C., 2nd grade",09-06-1903,,01-06-1903
,,,,,,,,Rohtak,"A.C., 2nd grade",,D.C.,15-11-1903
,,,,,,,,Rohtak,"A.C., 1st grade",05-04-1905,Do,
,,,,,,,,Rohtak,"D.C., 3rd grade",18-12-1906,,
,,,,,,,,On leave,"A.C., 1st grade",25-05-1907,D.C.,
,,,,,,,,Ludhiana,"A.C., 1st grade",,D.C.,04-02-1909
,,,,,,,,Attock,Do,,Do,27-04-1909
,,,,,,,,Attock,Do,20-10-1910,,
,,,,,,,,Attock,"D.C., 3rd grade",17-07-1911,,
,,,,,,,,Attock,Do,,Divl. J,22-07-1912
,,,,,,,,Attock,Do,05-08-1912,,
,,,,,,,,Attock,,,Divl. J (in addition),28-10-1913
,,,,,,,,Attock,Do,05-11-1913,,
,,,,,,,,Attock,"D.C., 2nd grade",28-11-1913,,
,,,,,,,,On leave,"D.C., 3rd grade",28-07-1914,,
,,,,,,,,Karnal,"D.C., 3rd grade",08-09-1914,,
,,,,,,,,Karnal,"D.C., 2nd grade",25-10-1914,,
,,,,,,,,Karnal,Do (3rd grade),15-11-1915,,
,,,,,,,,Karnal,"D.C.,2nd grade",24-11-1915,,
,,,,,,,,Simla,Do,09-08-1916,,
,,,,,,,,Karnal,Do,04-02-1917,,
,,,,,,,,Karnal,"D.C., 2nd grade",22-08-1917,,
,,,,,,,,Amritsar,D.C.,10-10-1917,,
,,,,,,,,Amritsar,"D.C., 2nd grade",08-11-1918,,
,,,,,,,,Amritsar,Do,06-09-1919,,
,,,,,,,,Amritsar,"D.C., 1st grade",10-11-1919,,
,,,,,,,,Do,Time Scale,01-12-1919,,
,,,,,,,,Simla,"D.C., Time Scale",01-02-1922,,
,,,,,,,,Rawalpindi,Do,,Commissioner,27-03-1922
,,,,,,,,—,On leave,,Commissioner Substantive,27-11-1924
,,,,,,,,Do,"D.C., Time Scale",,Commissioner,01-07-1925
,,,,,,,,Multan,Do,,Do,06-07-1925
,,,,,,,,Do,"Commissioner, Substantive (Provisional)",17-07-1925,,
,,,,,,,,Rawalpindi,Do,04-01-1926,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,Ludhiana,Do.,-,D.C.,03-07-1910
,,,,,,,,Ludhiana,Do.,30-07-1910,-,-
,,,,,,,,Sirsa,Do.,25-12-1910,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Hisar,"A.C., 3rd grade",-,D.C.,20-06-1911
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Transit,Do.,18-11-1911,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Pindigheb,Do.,26-11-1911,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,-,D.C.,22-07-1912
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,05-08-1912,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Pindigheb,"A.C., 3rd grade",26-10-1912,Dt. J.,10-06-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,-,D.C.,31-08-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,09-09-1914,D. and S. Judge,16-07-1914
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Amritsar,"A.C., 3rd grade",01-01-1908,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Gurdaspur,Do.,24-10-1908,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,Do.,15-03-1909,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,"A.C., 3rd grade",07-09-1909,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,Do.,-,D.C.,03-07-1910
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,Do.,30-07-1910,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Sirsa,Do.,25-12-1910,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Hisar,"A.C., 3rd grade",-,D.C.,20-06-1911
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Transit,Do.,18-11-1911,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Pindigheb,Do.,26-11-1911,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,-,D.C.,22-07-1912
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,05-08-1912,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Pindigheb,"A.C., 3rd grade",26-10-1912,Dt. J.,10-06-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,-,D.C.,31-08-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,09-09-1914,D. and S. Judge,16-07-1914
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,"A.C., 3rd grade",-,D. and S. Judge,16-07-1914
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Attock,Do.,09-09-1914,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,"A.C., 3rd grade",-,Asst. Postal Censor,19-01-1915
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Do.,11-05-1916,Asstt. Censor,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Asst. Postal Censor,01-11-1916,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Asst. Postal Censor,19-11-1917,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Bombay,Asst. Postal Censor,21-12-1918,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Jullundur,"A.C., 2nd grade",24-04-1919,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Lahore,Do.,07-05-1919,Postal Censor,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ferozepore,"Do., 2nd grade",-,Joint D.C.,26-05-1919
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D.C.,03-06-1919
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D. and S. Judge,12-10-1919
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,"A.C., Time Scale",01-12-1919,Do.,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Do.,Do.,-,D.C. in addition,16-06-1920
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Amritsar,"A.C., 3rd grade",01-01-1908,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Gurdaspur,Do.,24-10-1908,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,Do.,15-03-1909,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,"A.C., 3rd grade",07-09-1909,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,Do.,-,D.C.,03-07-1910
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Ludhiana,Do.,30-07-1910,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Sirsa,Do.,25-12-1910,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Hisar,"A.C., 3rd grade",-,D.C.,20-06-1911
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Transit,Do.,18-11-1911,-,-
Justice Mahadeva Vishnu Bhide,"B.A., Bombay and Cantab",The Hon'ble Mr Justice,13-02-1883,21-10-1907,01-01-1908,Non-voted,Hindu of Poona,Pindigheb,Do.,26-11-1911,-,-
